Descripción,Categoría ISO 25010,Estado del Requisito,Historia Relacionada,ID,Prioridad,Req ID,Tipo,Última Edición,Última Edición (tiempo)
"FR-066: El sistema permitirá consultar el desglose técnico del cálculo de prioridad, referenciando los estándares industriales aplicables a cada factor.",Functional Suitability,Aprobado,MTTO-026: Gestión de Backlog mediante Priorización Objetiva (RIME) (https://www.notion.so/MTTO-026-Gesti-n-de-Backlog-mediante-Priorizaci-n-Objetiva-RIME-30a87c56a82880dbb648cc7c974e2198?pvs=21),66,Alta,FR-066,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
"FR-067: El sistema proporcionará capacidades de filtrado avanzado por categoría de prioridad, ubicación de activo y rangos de fecha.",Functional Suitability,Aprobado,MTTO-026: Gestión de Backlog mediante Priorización Objetiva (RIME) (https://www.notion.so/MTTO-026-Gesti-n-de-Backlog-mediante-Priorizaci-n-Objetiva-RIME-30a87c56a82880dbb648cc7c974e2198?pvs=21),67,Media,FR-067,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
FR-068: El sistema generará recomendaciones de agrupación cuando detecte múltiples intervenciones prioritarias pendientes sobre un mismo activo físico.,Functional Suitability,Aprobado,MTTO-026: Gestión de Backlog mediante Priorización Objetiva (RIME) (https://www.notion.so/MTTO-026-Gesti-n-de-Backlog-mediante-Priorizaci-n-Objetiva-RIME-30a87c56a82880dbb648cc7c974e2198?pvs=21),68,Baja,FR-068,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
FR-069: La información del backlog priorizado podrá exportarse en formatos estructurados para su análisis en herramientas externas.,Functional Suitability,Aprobado,MTTO-026: Gestión de Backlog mediante Priorización Objetiva (RIME) (https://www.notion.so/MTTO-026-Gesti-n-de-Backlog-mediante-Priorizaci-n-Objetiva-RIME-30a87c56a82880dbb648cc7c974e2198?pvs=21),69,Baja,FR-069,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
NFR-070: El cálculo masivo de prioridades para el backlog completo debe realizarse en < 5s para garantizar la fluidez del proceso.,Performance Efficiency,Aprobado,MTTO-026: Gestión de Backlog mediante Priorización Objetiva (RIME) (https://www.notion.so/MTTO-026-Gesti-n-de-Backlog-mediante-Priorizaci-n-Objetiva-RIME-30a87c56a82880dbb648cc7c974e2198?pvs=21),70,Alta,NFR-070,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
NFR-071: La visualización del tablero operativo debe emplear técnicas de carga eficiente de datos para mantener una respuesta de < 2s con grandes volúmenes de información.,Performance Efficiency,Aprobado,MTTO-026: Gestión de Backlog mediante Priorización Objetiva (RIME) (https://www.notion.so/MTTO-026-Gesti-n-de-Backlog-mediante-Priorizaci-n-Objetiva-RIME-30a87c56a82880dbb648cc7c974e2198?pvs=21),71,Alta,NFR-071,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
NFR-072: Los parámetros maestros de configuración del modelo de priorización deben estar versionados y protegidos contra accesos no autorizados.,Security,Aprobado,MTTO-026: Gestión de Backlog mediante Priorización Objetiva (RIME) (https://www.notion.so/MTTO-026-Gesti-n-de-Backlog-mediante-Priorizaci-n-Objetiva-RIME-30a87c56a82880dbb648cc7c974e2198?pvs=21),72,Alta,NFR-072,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
NFR-073: La visibilidad de los puntajes de prioridad técnica estará restringida a los roles definidos en la política de gobernanza del sistema.,Security,Aprobado,MTTO-026: Gestión de Backlog mediante Priorización Objetiva (RIME) (https://www.notion.so/MTTO-026-Gesti-n-de-Backlog-mediante-Priorizaci-n-Objetiva-RIME-30a87c56a82880dbb648cc7c974e2198?pvs=21),73,Alta,NFR-073,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
NFR-074: El motor de cálculo debe garantizar resultados consistentes y reproducibles ante las mismas condiciones de entrada de datos.,Reliability,Aprobado,MTTO-026: Gestión de Backlog mediante Priorización Objetiva (RIME) (https://www.notion.so/MTTO-026-Gesti-n-de-Backlog-mediante-Priorizaci-n-Objetiva-RIME-30a87c56a82880dbb648cc7c974e2198?pvs=21),74,Alta,NFR-074,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
NFR-075: El sistema recalculará automáticamente las prioridades ante cambios en la criticidad de los activos maestros para mantener el backlog actualizado.,Reliability,Aprobado,MTTO-026: Gestión de Backlog mediante Priorización Objetiva (RIME) (https://www.notion.so/MTTO-026-Gesti-n-de-Backlog-mediante-Priorizaci-n-Objetiva-RIME-30a87c56a82880dbb648cc7c974e2198?pvs=21),75,Alta,NFR-075,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
NFR-076: Los cambios significativos en la categoría de prioridad de una intervención deben notificar automáticamente al personal de planificación responsable.,Reliability,Aprobado,MTTO-026: Gestión de Backlog mediante Priorización Objetiva (RIME) (https://www.notion.so/MTTO-026-Gesti-n-de-Backlog-mediante-Priorizaci-n-Objetiva-RIME-30a87c56a82880dbb648cc7c974e2198?pvs=21),76,Media,NFR-076,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
"FR-077: El sistema permitirá acceder a la interfaz de asistencia técnica desde las órdenes de trabajo, manteniendo el historial de consultas de la sesión activa.",Functional Suitability,Aprobado,MTTO-028: Asistente de Consulta de Documentación con IA (RAG) (https://www.notion.so/MTTO-028-Asistente-de-Consulta-de-Documentaci-n-con-IA-RAG-30b87c56a82880868994f88b54e68897?pvs=21),77,Alta,FR-077,FR,juan david julio serrano,"March 1, 2026 1:14 PM"
"FR-078: El sistema procesará las consultas en lenguaje natural, realizando una búsqueda semántica en el repositorio de conocimiento indexado del activo.",Functional Suitability,Aprobado,MTTO-028: Asistente de Consulta de Documentación con IA (RAG) (https://www.notion.so/MTTO-028-Asistente-de-Consulta-de-Documentaci-n-con-IA-RAG-30b87c56a82880868994f88b54e68897?pvs=21),78,Alta,FR-078,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
"FR-079: El motor de inteligencia generará respuestas técnicas basadas exclusivamente en los fragmentos de documentos recuperados, incluyendo citas obligatorias a la fuente original.",Functional Suitability,Aprobado,MTTO-028: Asistente de Consulta de Documentación con IA (RAG) (https://www.notion.so/MTTO-028-Asistente-de-Consulta-de-Documentaci-n-con-IA-RAG-30b87c56a82880868994f88b54e68897?pvs=21),79,Alta,FR-079,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
"FR-080: El sistema evaluará el nivel de relevancia de la información encontrada; si la confianza es insuficiente, restringirá la generación de la respuesta para evitar interpretaciones erróneas.",Functional Suitability,Aprobado,MTTO-028: Asistente de Consulta de Documentación con IA (RAG) (https://www.notion.so/MTTO-028-Asistente-de-Consulta-de-Documentaci-n-con-IA-RAG-30b87c56a82880868994f88b54e68897?pvs=21),80,Alta,FR-080,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
"FR-081: El asistente detectará consultas fuera del dominio de mantenimiento, redireccionando al usuario hacia los canales de soporte técnico correspondientes.",Functional Suitability,Aprobado,MTTO-028: Asistente de Consulta de Documentación con IA (RAG) (https://www.notion.so/MTTO-028-Asistente-de-Consulta-de-Documentaci-n-con-IA-RAG-30b87c56a82880868994f88b54e68897?pvs=21),81,Alta,FR-081,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
"FR-082: En ausencia de conectividad, el sistema deshabilitará las funciones de procesamiento remoto y activará la búsqueda local por palabras clave en los documentos persistidos.",Functional Suitability,Aprobado,MTTO-028: Asistente de Consulta de Documentación con IA (RAG) (https://www.notion.so/MTTO-028-Asistente-de-Consulta-de-Documentaci-n-con-IA-RAG-30b87c56a82880868994f88b54e68897?pvs=21),82,Media,FR-082,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
FR-083: La interfaz del asistente incluirá una función para abrir directamente la documentación técnica en la sección referenciada por el motor de inteligencia.,Functional Suitability,Aprobado,MTTO-028: Asistente de Consulta de Documentación con IA (RAG) (https://www.notion.so/MTTO-028-Asistente-de-Consulta-de-Documentaci-n-con-IA-RAG-30b87c56a82880868994f88b54e68897?pvs=21),83,Media,FR-083,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
FR-084: El sistema permitirá al personal técnico calificar la utilidad de las respuestas recibidas para alimentar los procesos de mejora continua del motor.,Functional Suitability,Aprobado,MTTO-028: Asistente de Consulta de Documentación con IA (RAG) (https://www.notion.so/MTTO-028-Asistente-de-Consulta-de-Documentaci-n-con-IA-RAG-30b87c56a82880868994f88b54e68897?pvs=21),84,Baja,FR-084,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
FR-085: El sistema proporcionará un panel administrativo para supervisar las consultas realizadas y gestionar las posibles inconsistencias detectadas en las respuestas.,Functional Suitability,Aprobado,MTTO-028: Asistente de Consulta de Documentación con IA (RAG) (https://www.notion.so/MTTO-028-Asistente-de-Consulta-de-Documentaci-n-con-IA-RAG-30b87c56a82880868994f88b54e68897?pvs=21),85,Baja,FR-085,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
NFR-086: El procesamiento de la consulta semántica y la generación de la respuesta técnica debe completarse en < 15s para garantizar la fluidez en campo.,Performance Efficiency,Aprobado,MTTO-028: Asistente de Consulta de Documentación con IA (RAG) (https://www.notion.so/MTTO-028-Asistente-de-Consulta-de-Documentaci-n-con-IA-RAG-30b87c56a82880868994f88b54e68897?pvs=21),86,Alta,NFR-086,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
NFR-087: El sistema debe contar con mecanismos de reintento automático ante fallos transitorios en la comunicación con los servicios de inteligencia remotos.,Reliability,Aprobado,MTTO-028: Asistente de Consulta de Documentación con IA (RAG) (https://www.notion.so/MTTO-028-Asistente-de-Consulta-de-Documentaci-n-con-IA-RAG-30b87c56a82880868994f88b54e68897?pvs=21),87,Alta,NFR-087,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
"NFR-088: Los parámetros de generación de respuestas deben configurarse para garantizar resultados consistentes y objetivos, minimizando la variabilidad del motor.",Reliability,Aprobado,MTTO-028: Asistente de Consulta de Documentación con IA (RAG) (https://www.notion.so/MTTO-028-Asistente-de-Consulta-de-Documentaci-n-con-IA-RAG-30b87c56a82880868994f88b54e68897?pvs=21),88,Alta,NFR-088,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
"NFR-089: El sistema aplicará políticas de minimización de datos, almacenando únicamente los resúmenes y metadatos necesarios para la trazabilidad operativa.",Security,Aprobado,MTTO-028: Asistente de Consulta de Documentación con IA (RAG) (https://www.notion.so/MTTO-028-Asistente-de-Consulta-de-Documentaci-n-con-IA-RAG-30b87c56a82880868994f88b54e68897?pvs=21),89,Alta,NFR-089,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
NFR-090: La arquitectura del motor de búsqueda debe soportar el crecimiento del volumen de documentación técnica indexada sin comprometer la latencia.,Performance Efficiency,Aprobado,MTTO-028: Asistente de Consulta de Documentación con IA (RAG) (https://www.notion.so/MTTO-028-Asistente-de-Consulta-de-Documentaci-n-con-IA-RAG-30b87c56a82880868994f88b54e68897?pvs=21),90,Alta,NFR-090,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
FR-091: El sistema permitirá al Ingeniero de Confiabilidad acceder a la configuración de límites técnicos desde la gestión maestra de activos de nivel 6.,Functional Suitability,Aprobado,MTTO-029: Definición de Límites Físicos de Activos (https://www.notion.so/MTTO-029-Definici-n-de-L-mites-F-sicos-de-Activos-30b87c56a8288013b9f5ec60d75d219a?pvs=21),91,Alta,FR-091,FR,juan david julio serrano,"March 1, 2026 1:14 PM"
"FR-092: El formulario de definición incluirá campos para describir el límite inicial, el límite final y la selección múltiple de componentes de nivel 8 asociados.",Functional Suitability,Aprobado,MTTO-029: Definición de Límites Físicos de Activos (https://www.notion.so/MTTO-029-Definici-n-de-L-mites-F-sicos-de-Activos-30b87c56a8288013b9f5ec60d75d219a?pvs=21),92,Alta,FR-092,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
FR-093: El sistema validará que un componente técnico no pueda ser asignado a múltiples activos simultáneamente para asegurar la integridad de la jerarquía.,Functional Suitability,Aprobado,MTTO-029: Definición de Límites Físicos de Activos (https://www.notion.so/MTTO-029-Definici-n-de-L-mites-F-sicos-de-Activos-30b87c56a8288013b9f5ec60d75d219a?pvs=21),93,Alta,FR-093,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
"FR-094: El sistema detectará inconsistencias en la jerarquía profunda de los componentes, asegurando que las relaciones padre-hijo se mantengan coherentes en todos los niveles técnicos.",Functional Suitability,Aprobado,MTTO-029: Definición de Límites Físicos de Activos (https://www.notion.so/MTTO-029-Definici-n-de-L-mites-F-sicos-de-Activos-30b87c56a8288013b9f5ec60d75d219a?pvs=21),94,Alta,FR-094,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
"FR-095: El proceso de guardado de los límites técnicos debe ser transaccional, garantizando que la base de datos se mantenga en un estado consistente ante cualquier interrupción.",Functional Suitability,Aprobado,MTTO-029: Definición de Límites Físicos de Activos (https://www.notion.so/MTTO-029-Definici-n-de-L-mites-F-sicos-de-Activos-30b87c56a8288013b9f5ec60d75d219a?pvs=21),95,Alta,FR-095,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
FR-096: El sistema obligará al ingreso de los campos de delimitación antes de permitir la formalización técnica del activo en el catálogo maestro.,Functional Suitability,Aprobado,MTTO-029: Definición de Límites Físicos de Activos (https://www.notion.so/MTTO-029-Definici-n-de-L-mites-F-sicos-de-Activos-30b87c56a8288013b9f5ec60d75d219a?pvs=21),96,Alta,FR-096,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
FR-097: La información de límites será accesible en modo lectura para el personal técnico durante la consulta de la ficha del equipo en campo.,Functional Suitability,Aprobado,MTTO-029: Definición de Límites Físicos de Activos (https://www.notion.so/MTTO-029-Definici-n-de-L-mites-F-sicos-de-Activos-30b87c56a8288013b9f5ec60d75d219a?pvs=21),97,Media,FR-097,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
FR-098: El sistema proporcionará un historial cronológico de los ajustes realizados en la definición de límites para auditorías de ingeniería.,Functional Suitability,Aprobado,MTTO-029: Definición de Límites Físicos de Activos (https://www.notion.so/MTTO-029-Definici-n-de-L-mites-F-sicos-de-Activos-30b87c56a8288013b9f5ec60d75d219a?pvs=21),98,Baja,FR-098,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
NFR-099: La validación de duplicidad de componentes debe completarse en < 1s para no afectar los flujos administrativos.,Performance Efficiency,Aprobado,MTTO-029: Definición de Límites Físicos de Activos (https://www.notion.so/MTTO-029-Definici-n-de-L-mites-F-sicos-de-Activos-30b87c56a8288013b9f5ec60d75d219a?pvs=21),99,Alta,NFR-099,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
NFR-100: El motor de validación jerárquica debe soportar el procesamiento eficiente de grandes volúmenes de componentes sin degradar la respuesta del sistema.,Performance Efficiency,Aprobado,MTTO-029: Definición de Límites Físicos de Activos (https://www.notion.so/MTTO-029-Definici-n-de-L-mites-F-sicos-de-Activos-30b87c56a8288013b9f5ec60d75d219a?pvs=21),100,Alta,NFR-100,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
"NFR-101: El sistema debe permitir la gestión de límites en dispositivos móviles, asegurando la persistencia de los cambios incluso en condiciones de baja conectividad.",Reliability,Aprobado,MTTO-029: Definición de Límites Físicos de Activos (https://www.notion.so/MTTO-029-Definici-n-de-L-mites-F-sicos-de-Activos-30b87c56a8288013b9f5ec60d75d219a?pvs=21),101,Media,NFR-101,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
NFR-102: Las descripciones técnicas de los límites deben soportar la longitud necesaria para detallar especificaciones físicas complejas.,Usability,Aprobado,MTTO-029: Definición de Límites Físicos de Activos (https://www.notion.so/MTTO-029-Definici-n-de-L-mites-F-sicos-de-Activos-30b87c56a8288013b9f5ec60d75d219a?pvs=21),102,Media,NFR-102,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
NFR-103: El sistema contará con rutinas de verificación de integridad de datos para detectar y reportar cualquier anomalía jerárquica histórica.,Reliability,Aprobado,MTTO-029: Definición de Límites Físicos de Activos (https://www.notion.so/MTTO-029-Definici-n-de-L-mites-F-sicos-de-Activos-30b87c56a8288013b9f5ec60d75d219a?pvs=21),103,Baja,NFR-103,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
FR-104: El sistema validará automáticamente la vigencia de la garantía del activo al momento de registrar una intervención correctiva.,Functional Suitability,Aprobado,MTTO-030: Gestión de Garantías de Activos (https://www.notion.so/MTTO-030-Gesti-n-de-Garant-as-de-Activos-30b87c56a8288092a1d4e315ad3fb402?pvs=21),104,Alta,FR-104,FR,juan david julio serrano,"March 1, 2026 1:14 PM"
FR-105: La interfaz de gestión de garantías presentará los datos de contacto del proveedor y los términos específicos de la cobertura técnica disponible.,Functional Suitability,Aprobado,MTTO-030: Gestión de Garantías de Activos (https://www.notion.so/MTTO-030-Gesti-n-de-Garant-as-de-Activos-30b87c56a8288092a1d4e315ad3fb402?pvs=21),105,Alta,FR-105,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
"FR-106: El sistema permitirá la transición de una orden de trabajo estándar hacia un estado de reclamo de garantía, notificando al personal responsable sobre el inicio del proceso externo.",Functional Suitability,Aprobado,MTTO-030: Gestión de Garantías de Activos (https://www.notion.so/MTTO-030-Gesti-n-de-Garant-as-de-Activos-30b87c56a8288092a1d4e315ad3fb402?pvs=21),106,Alta,FR-106,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
FR-107: El sistema implementará un catálogo de razones de omisión de garantía para asegurar que las decisiones de mantenimiento interno sean auditable.,Functional Suitability,Aprobado,MTTO-030: Gestión de Garantías de Activos (https://www.notion.so/MTTO-030-Gesti-n-de-Garant-as-de-Activos-30b87c56a8288092a1d4e315ad3fb402?pvs=21),107,Alta,FR-107,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
FR-108: Toda decisión de mantenimiento interno sobre activos garantizados quedará registrada con su respectiva justificación técnica y marca de tiempo.,Functional Suitability,Aprobado,MTTO-030: Gestión de Garantías de Activos (https://www.notion.so/MTTO-030-Gesti-n-de-Garant-as-de-Activos-30b87c56a8288092a1d4e315ad3fb402?pvs=21),108,Alta,FR-108,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
FR-109: El sistema omitirá las notificaciones de garantía de forma silenciosa cuando la fecha de cobertura haya expirado según los registros maestros.,Functional Suitability,Aprobado,MTTO-030: Gestión de Garantías de Activos (https://www.notion.so/MTTO-030-Gesti-n-de-Garant-as-de-Activos-30b87c56a8288092a1d4e315ad3fb402?pvs=21),109,Alta,FR-109,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
FR-110: El personal autorizado podrá gestionar y actualizar los parámetros de garantía desde la ficha técnica del activo en el catálogo maestro.,Functional Suitability,Aprobado,MTTO-030: Gestión de Garantías de Activos (https://www.notion.so/MTTO-030-Gesti-n-de-Garant-as-de-Activos-30b87c56a8288092a1d4e315ad3fb402?pvs=21),110,Media,FR-110,FR,juan david julio serrano,"March 1, 2026 1:16 PM"
NFR-111: La validación de vigencia de garantía debe realizarse en < 2s para no interrumpir el flujo operativo en campo.,Performance Efficiency,Aprobado,MTTO-030: Gestión de Garantías de Activos (https://www.notion.so/MTTO-030-Gesti-n-de-Garant-as-de-Activos-30b87c56a8288092a1d4e315ad3fb402?pvs=21),111,Alta,NFR-111,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
"NFR-112: Las alertas de garantía deben presentarse de forma clara y destacada, asegurando que el usuario perciba la advertencia antes de proceder.",Usability,Aprobado,MTTO-030: Gestión de Garantías de Activos (https://www.notion.so/MTTO-030-Gesti-n-de-Garant-as-de-Activos-30b87c56a8288092a1d4e315ad3fb402?pvs=21),112,Alta,NFR-112,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
NFR-113: Los datos de garantía deben estar disponibles en los dispositivos móviles incluso en condiciones de conectividad limitada.,Reliability,Aprobado,MTTO-030: Gestión de Garantías de Activos (https://www.notion.so/MTTO-030-Gesti-n-de-Garant-as-de-Activos-30b87c56a8288092a1d4e315ad3fb402?pvs=21),113,Media,NFR-113,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
NFR-114: El sistema validará la presencia de justificaciones ante la omisión voluntaria de coberturas externas mediante reglas de negocio obligatorias.,Security,Aprobado,MTTO-030: Gestión de Garantías de Activos (https://www.notion.so/MTTO-030-Gesti-n-de-Garant-as-de-Activos-30b87c56a8288092a1d4e315ad3fb402?pvs=21),114,Alta,NFR-114,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
NFR-115: El sistema podrá presentar información comparativa de costos de intervención cuando los datos históricos permitan realizar dicha estimación.,Usability,Aprobado,MTTO-030: Gestión de Garantías de Activos (https://www.notion.so/MTTO-030-Gesti-n-de-Garant-as-de-Activos-30b87c56a8288092a1d4e315ad3fb402?pvs=21),115,Baja,NFR-115,NFR,juan david julio serrano,"March 1, 2026 1:16 PM"
FR-116: El sistema permitirá seleccionar una Ubicación Funcional (FL) del árbol jerárquico para vincular el nuevo activo de nivel 6 según la taxonomía ISO 14224.,Functional Suitability,Aprobado,INV-005: Creación de Ficha Técnica de Activo (Equipment Unit) (https://www.notion.so/INV-005-Creaci-n-de-Ficha-T-cnica-de-Activo-Equipment-Unit-2c587c56a828809c9d15c59cb13bf045?pvs=21),116,Alta,FR-116,FR,juan david julio serrano,"March 1, 2026 1:15 PM"
"FR-117: El sistema validará la unicidad del identificador industrial (Tag) a nivel global, impidiendo duplicidades en el catálogo maestro de equipos.",Functional Suitability,Aprobado,INV-005: Creación de Ficha Técnica de Activo (Equipment Unit) (https://www.notion.so/INV-005-Creaci-n-de-Ficha-T-cnica-de-Activo-Equipment-Unit-2c587c56a828809c9d15c59cb13bf045?pvs=21),117,Alta,FR-117,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
"FR-118: El formulario de registro validará la presencia de datos técnicos críticos: identificación, clase, fabricante, modelo, serial y fechas operativas antes de permitir el guardado.",Functional Suitability,Aprobado,INV-005: Creación de Ficha Técnica de Activo (Equipment Unit) (https://www.notion.so/INV-005-Creaci-n-de-Ficha-T-cnica-de-Activo-Equipment-Unit-2c587c56a828809c9d15c59cb13bf045?pvs=21),118,Alta,FR-118,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
FR-119: El sistema implementará reglas de coherencia cronológica para asegurar que los hitos operativos del activo mantengan una secuencia lógica y veraz.,Functional Suitability,Aprobado,INV-005: Creación de Ficha Técnica de Activo (Equipment Unit) (https://www.notion.so/INV-005-Creaci-n-de-Ficha-T-cnica-de-Activo-Equipment-Unit-2c587c56a828809c9d15c59cb13bf045?pvs=21),119,Alta,FR-119,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
"FR-120: La ficha del activo presentará una sección técnica consolidada con todos los parámetros capturados, permitiendo la actualización de atributos no críticos mediante procesos auditados.",Functional Suitability,Aprobado,INV-005: Creación de Ficha Técnica de Activo (Equipment Unit) (https://www.notion.so/INV-005-Creaci-n-de-Ficha-T-cnica-de-Activo-Equipment-Unit-2c587c56a828809c9d15c59cb13bf045?pvs=21),120,Media,FR-120,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
NFR-121: Las validaciones de integridad y unicidad deben realizarse en tiempo real para garantizar una interacción fluida sin bloquear la interfaz operativa.,Performance Efficiency,Aprobado,INV-005: Creación de Ficha Técnica de Activo (Equipment Unit) (https://www.notion.so/INV-005-Creaci-n-de-Ficha-T-cnica-de-Activo-Equipment-Unit-2c587c56a828809c9d15c59cb13bf045?pvs=21),121,Alta,NFR-121,NFR,juan david julio serrano,"March 1, 2026 1:17 PM"
"NFR-122: El proceso de creación de activos debe ser transaccional, asegurando que ante cualquier fallo técnico se mantenga la consistencia de la base de datos maestra.",Reliability,Aprobado,INV-005: Creación de Ficha Técnica de Activo (Equipment Unit) (https://www.notion.so/INV-005-Creaci-n-de-Ficha-T-cnica-de-Activo-Equipment-Unit-2c587c56a828809c9d15c59cb13bf045?pvs=21),122,Alta,NFR-122,NFR,juan david julio serrano,"March 1, 2026 1:17 PM"
"NFR-123: El sistema mantendrá la trazabilidad histórica completa de la ficha técnica, prohibiendo la eliminación física de registros para preservar la integridad de los datos de fiabilidad.",Reliability,Aprobado,INV-005: Creación de Ficha Técnica de Activo (Equipment Unit) (https://www.notion.so/INV-005-Creaci-n-de-Ficha-T-cnica-de-Activo-Equipment-Unit-2c587c56a828809c9d15c59cb13bf045?pvs=21),123,Media,NFR-123,NFR,juan david julio serrano,"March 1, 2026 1:17 PM"
NFR-124: El rendimiento del proceso de guardado y registro debe completarse en < 2s bajo condiciones estándar de conectividad industrial.,Performance Efficiency,Aprobado,INV-005: Creación de Ficha Técnica de Activo (Equipment Unit) (https://www.notion.so/INV-005-Creaci-n-de-Ficha-T-cnica-de-Activo-Equipment-Unit-2c587c56a828809c9d15c59cb13bf045?pvs=21),124,Media,NFR-124,NFR,juan david julio serrano,"March 1, 2026 1:17 PM"
"FR-125: El sistema permitirá el registro formal de ingresos de material, capturando el repuesto, la cantidad, la ubicación física y vinculando el movimiento a la auditoría maestra.",Functional Suitability,Aprobado,INV-006: Gestión de Movimientos de Inventario (https://www.notion.so/INV-006-Gesti-n-de-Movimientos-de-Inventario-2c587c56a82880ef9af8f239049c4b3c?pvs=21),125,Alta,FR-125,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
FR-126: El sistema mantendrá el cálculo dinámico del stock disponible considerando las cantidades físicas y las reservas pendientes para mantenimiento programado.,Functional Suitability,Aprobado,INV-006: Gestión de Movimientos de Inventario (https://www.notion.so/INV-006-Gesti-n-de-Movimientos-de-Inventario-2c587c56a82880ef9af8f239049c4b3c?pvs=21),126,Alta,FR-126,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
"FR-127: El sistema gestionará las salidas de material asociadas a órdenes de trabajo, garantizando que el consumo de repuestos sea trazable hasta el activo intervenido.",Functional Suitability,Aprobado,INV-006: Gestión de Movimientos de Inventario (https://www.notion.so/INV-006-Gesti-n-de-Movimientos-de-Inventario-2c587c56a82880ef9af8f239049c4b3c?pvs=21),127,Alta,FR-127,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
"FR-128: El sistema permitirá la reintegración de materiales no utilizados al inventario maestro, gestionando la reversión de costos en las órdenes de trabajo correspondientes.",Functional Suitability,Aprobado,INV-006: Gestión de Movimientos de Inventario (https://www.notion.so/INV-006-Gesti-n-de-Movimientos-de-Inventario-2c587c56a82880ef9af8f239049c4b3c?pvs=21),128,Alta,FR-128,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
FR-129: El sistema emitirá notificaciones automáticas ante condiciones de bajo stock o excesos de inventario según las políticas de reposición configuradas.,Functional Suitability,Aprobado,INV-006: Gestión de Movimientos de Inventario (https://www.notion.so/INV-006-Gesti-n-de-Movimientos-de-Inventario-2c587c56a82880ef9af8f239049c4b3c?pvs=21),129,Alta,FR-129,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
FR-130: El sistema proporcionará capacidades de consulta y filtrado sobre el historial de movimientos de inventario para fines de auditoría y conciliación.,Functional Suitability,Aprobado,INV-006: Gestión de Movimientos de Inventario (https://www.notion.so/INV-006-Gesti-n-de-Movimientos-de-Inventario-2c587c56a82880ef9af8f239049c4b3c?pvs=21),130,Media,FR-130,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
"FR-131: Al completar satisfactoriamente una salida de material, el sistema permitirá generar un comprobante técnico de la operación con los metadatos de la transacción.",Functional Suitability,Aprobado,INV-006: Gestión de Movimientos de Inventario (https://www.notion.so/INV-006-Gesti-n-de-Movimientos-de-Inventario-2c587c56a82880ef9af8f239049c4b3c?pvs=21),131,Media,FR-131,FR,juan david julio serrano,"March 1, 2026 1:17 PM"
